mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,car_name,length,width,height,wheelbase,engine_type,fuel_system,transmission_type,num_gears,drive_type,drag_coefficient,frontal_area,compression_ratio,top_speed
43.3,4,160.1,140.0,2003,15.0,2024,3,Jeep Sedan Base,230.0,82.0,53.0,126.8,Inline-4,GDI,Manual,,FWD,0.299,26.5,12.3,147.0
40.8,4,145.1,69.0,2435,18.9,2010,2,Honda Luxury LX,230.0,82.0,71.4,125.2,Flat-4,GDI,DCT,8.0,FWD,,32.5,10.2,
49.2,4,97.1,51.0,1800,20.5,2005,1,Chrysler Van Sport,214.1,82.0,72.0,115.2,Inline-4,GDI,CVT,,RWD,0.411,36.2,8.9,142.0
26.4,8,439.9,271.0,4946,18.5,2020,3,Ford Wagon Sport,230.0,82.0,54.0,120.1,V8,GDI,Manual,5.0,FWD,,,13.0,186.0
37.3,6,250.9,136.0,2949,17.3,2021,1,Tesla Sport EX,,82.0,75.6,124.3,,TBI,Manual,5.0,FWD,0.34,36.4,9.3,120.0
40.2,6,257.6,119.0,3149,21.6,2002,1,Dodge Crossover Sport,230.0,82.0,66.2,123.7,V6,Direct Injection,Automatic,9.0,AWD,0.441,31.5,10.8,131.0
44.3,5,147.5,63.0,2238,21.3,2016,1,Subaru Van Base,230.0,82.0,56.3,127.1,V12,Direct Injection,Automatic,7.0,FWD,0.371,,10.2,98.0
50.8,4,148.8,125.0,2182,16.9,2019,1,Nissan Coupe Premium,224.4,82.0,55.3,125.0,Inline-4,MPFI,Automatic,6.0,FWD,0.326,26.3,12.2,129.0
24.3,10,444.4,332.0,5328,15.9,2015,3,Tesla SUV Sport,230.0,82.0,69.1,129.2,V10,MPFI,Automatic,9.0,AWD,0.346,33.3,13.2,195.0
39.0,4,158.4,60.0,2179,21.9,1990,1,Jeep Convertible DX,195.7,82.0,52.4,109.1,Inline-4,Carburetor,Automatic,9.0,nan,0.467,24.3,11.3,126.0
48.5,4,111.6,65.0,1876,20.9,2022,1,Honda Hybrid Limited,215.3,82.0,53.1,117.9,Inline-4,Carburetor,DCT,7.0,FWD,0.393,25.5,12.3,118.0
45.8,5,181.0,64.0,2168,20.5,2011,1,Toyota Truck GT,230.0,,73.7,133.9,V12,MPFI,Automatic,6.0,RWD,0.407,33.8,12.4,114.0
30.5,8,344.9,341.0,4378,12.9,1999,1,Subaru Hatchback Base,230.0,82.0,59.8,120.8,V8,GDI,Automatic,5.0,AWD,0.452,29.3,9.0,173.0
40.2,8,282.0,254.0,3830,13.6,2006,2,Mazda Sedan Premium,230.0,82.0,,125.7,V8,GDI,Automatic,6.0,FWD,0.426,25.8,9.8,149.0
43.6,3,79.0,50.0,1800,21.6,1975,2,Lexus Wagon Premium,214.9,82.0,58.3,116.8,Inline-3,TBI,CVT,,FWD,0.46,27.1,12.4,100.0
30.1,8,304.9,151.0,3880,19.2,1987,2,Audi Hybrid DX,230.0,82.0,59.7,125.8,V8,TBI,CVT,,AWD,0.45,29.3,9.5,117.0
51.0,4,149.3,85.0,1954,17.6,2019,2,Mercedes Hybrid ,230.0,82.0,69.3,127.6,Inline-4,GDI,Automatic,8.0,RWD,0.391,,11.9,103.0
39.4,4,173.3,104.0,2195,17.3,1970,1,Chrysler Compact Sport,230.0,82.0,58.2,125.7,Inline-4,MPFI,Manual,6.0,RWD,0.453,27.0,9.6,
19.2,8,493.2,215.0,6105,19.6,2006,2,Volvo Crossover Premium,230.0,82.0,71.2,127.9,V8,TBI,Automatic,5.0,FWD,0.432,35.1,10.0,127.0
32.8,8,331.9,251.0,4268,15.2,2010,2,BMW Compact GT,230.0,82.0,,131.2,V8,MPFI,DCT,,RWD,0.348,25.9,11.7,
32.0,6,260.9,162.0,3688,18.5,1977,1,Mazda Hatchback Base,230.0,82.0,71.1,123.9,V6,MPFI,Manual,5.0,4WD,0.434,33.8,8.5,
40.7,6,215.4,171.0,3347,15.7,2025,1,Jeep Compact Limited,230.0,82.0,71.5,130.3,V6,GDI,DCT,,FWD,,,13.4,
36.1,6,270.0,117.0,2964,18.6,1995,1,Dodge Coupe Base,230.0,,74.7,125.6,Flat-6,GDI,Automatic,9.0,FWD,,36.9,11.9,133.0
32.3,6,258.7,179.0,3182,15.4,2000,1,Ford Convertible DX,230.0,82.0,66.3,125.7,V6,MPFI,Automatic,6.0,AWD,0.4,32.3,12.1,136.0
30.6,8,296.3,213.0,4394,17.9,2000,1,Mercedes Luxury Limited,230.0,82.0,58.8,125.7,V8,TBI,Manual,5.0,AWD,,27.2,8.9,142.0
38.8,6,220.7,128.0,3020,17.7,1996,1,Dodge Hatchback Premium,230.0,82.0,55.1,126.9,V6,Carburetor,Manual,5.0,FWD,0.397,28.1,11.7,125.0
23.3,8,354.2,255.0,4398,15.7,1970,1,BMW Sport DX,230.0,82.0,58.8,120.7,V8,Carburetor,nan,,4WD,,29.0,9.5,
14.0,12,607.0,318.0,6500,19.9,2018,1,Chrysler Coupe GT,230.0,82.0,53.3,127.5,V12,GDI,Automatic,5.0,FWD,0.357,24.9,13.4,186.0
47.7,4,126.9,61.0,2135,21.6,2025,1,Acura Compact GT,230.0,82.0,55.1,124.1,Inline-4,MPFI,Automatic,7.0,FWD,0.367,27.6,9.1,122.0
22.5,8,430.6,148.0,5036,21.2,1995,1,Tesla Luxury Sport,230.0,82.0,58.2,128.0,V8,Carburetor,Manual,6.0,RWD,,27.1,9.5,147.0
39.9,5,176.1,55.0,2325,22.7,2015,2,Volvo Hatchback Base,230.0,,68.1,129.0,V12,Direct Injection,Manual,5.0,RWD,0.361,32.9,12.2,105.0
41.7,4,177.8,50.0,1800,21.3,2018,1,Volvo Convertible DX,228.2,82.0,54.7,129.1,Inline-4,Direct Injection,Automatic,7.0,RWD,0.367,,13.3,106.0
39.4,6,273.8,198.0,3404,14.9,2021,3,Acura Hatchback Base,230.0,82.0,74.5,126.6,V6,MPFI,Automatic,6.0,4WD,,34.8,11.5,
46.0,4,128.5,50.0,1800,19.5,2006,3,Audi Hatchback Sport,230.0,,66.2,121.8,,Carburetor,Automatic,6.0,AWD,0.361,,9.7,113.0
42.7,5,183.4,50.0,2165,18.8,2000,2,Mercedes Convertible ,230.0,82.0,70.3,122.3,V12,GDI,Manual,6.0,AWD,0.409,34.8,,120.0
22.2,8,462.5,,5238,14.2,2001,1,Chevrolet Coupe ,230.0,82.0,56.5,124.0,V8,Carburetor,Automatic,8.0,FWD,0.384,25.4,11.9,186.0
40.6,4,170.9,120.0,2041,15.1,2017,3,Mercedes Crossover Base,220.6,82.0,56.2,123.2,Inline-4,Direct Injection,Automatic,6.0,FWD,0.388,,9.7,120.0
46.5,4,96.1,61.0,1800,19.3,2020,1,Volkswagen Wagon ,209.5,82.0,69.6,116.5,Inline-4,MPFI,CVT,,FWD,0.398,34.1,9.2,130.0
27.8,8,346.5,137.0,4287,19.9,1992,1,Subaru Coupe ,230.0,,,128.5,V8,TBI,Automatic,4.0,FWD,0.446,34.8,12.2,143.0
46.8,4,118.8,50.0,1884,20.4,2003,3,Nissan SUV ,225.5,82.0,74.7,123.7,Inline-4,MPFI,Automatic,10.0,FWD,0.423,35.6,,
42.8,4,129.1,72.0,1884,19.2,2023,1,Mercedes Luxury EX,230.0,82.0,53.0,124.5,Inline-4,MPFI,DCT,6.0,RWD,0.349,24.9,11.3,110.0
41.3,4,105.2,76.0,2023,19.1,2020,2,Mazda Coupe Sport,230.0,82.0,72.4,123.8,Inline-4,MPFI,Manual,5.0,AWD,0.32,35.4,12.3,116.0
50.3,5,169.8,,2197,19.9,2025,2,Volvo Luxury Base,230.0,82.0,69.0,126.1,V12,TBI,Automatic,4.0,FWD,0.341,,12.8,136.0
39.9,6,246.3,130.0,3704,18.2,2018,1,Nissan Hybrid Sport,230.0,82.0,73.7,,V6,GDI,Automatic,7.0,RWD,0.376,,13.0,
35.0,6,229.7,208.0,3358,15.9,2005,1,Tesla Coupe ,230.0,82.0,58.9,129.4,V6,TBI,Automatic,6.0,RWD,,30.4,10.4,134.0
43.6,4,149.9,96.0,2445,21.3,2013,3,Chevrolet Luxury EX,230.0,82.0,57.7,125.4,Inline-4,TBI,DCT,6.0,4WD,0.381,25.7,9.7,117.0
41.1,6,186.6,101.0,2768,19.8,2015,2,Volkswagen Sport Limited,217.1,82.0,59.5,114.6,Flat-6,Carburetor,DCT,8.0,4WD,0.378,,13.2,122.0
33.5,6,267.6,208.0,3256,17.7,1980,1,Kia Compact EX,230.0,82.0,54.9,125.9,V6,GDI,DCT,6.0,AWD,0.443,,9.5,195.0
42.6,4,174.5,145.0,2034,13.7,2011,2,Kia Wagon GT,213.5,82.0,73.4,115.8,Inline-4,Carburetor,Manual,5.0,FWD,,35.7,9.3,128.0
34.8,6,241.8,153.0,3660,18.5,2017,1,Chrysler Convertible EX,230.0,82.0,68.5,129.5,V6,MPFI,Automatic,4.0,FWD,0.369,33.4,9.5,139.0
34.7,6,268.1,204.0,3674,16.7,1991,3,Toyota Coupe GT,230.0,82.0,66.0,124.2,V6,GDI,Automatic,5.0,RWD,,30.7,11.6,
49.0,6,193.1,138.0,2442,16.4,2019,1,Acura Crossover Sport,230.0,82.0,,127.8,Flat-6,MPFI,CVT,,RWD,0.394,25.6,9.4,139.0
45.5,4,161.8,109.0,2387,19.3,2012,3,Subaru Truck Limited,230.0,82.0,56.8,126.1,Inline-4,MPFI,Automatic,8.0,FWD,0.389,27.7,,145.0
49.8,4,100.7,97.0,1800,14.7,2024,3,Volvo Compact Sport,225.4,82.0,69.8,122.4,Inline-4,Direct Injection,DCT,7.0,FWD,0.314,35.1,10.5,134.0
40.3,4,126.7,52.0,1911,20.5,1975,3,Chevrolet Hybrid LX,230.0,82.0,58.6,125.9,Inline-4,MPFI,Automatic,4.0,RWD,,28.8,11.8,117.0
42.1,4,119.1,93.0,2000,19.7,1998,1,Nissan SUV Premium,230.0,82.0,68.0,124.7,Inline-4,GDI,Manual,5.0,4WD,0.375,31.9,10.3,132.0
36.8,6,238.6,174.0,3545,17.1,2013,3,Audi Hybrid DX,230.0,82.0,59.2,128.0,V6,MPFI,Automatic,6.0,FWD,0.335,28.5,11.5,130.0
48.4,3,69.0,50.0,1800,21.8,2000,1,Mercedes Truck DX,216.8,82.0,66.9,114.4,Inline-3,MPFI,Automatic,7.0,RWD,0.439,32.1,9.5,85.0
43.1,6,243.7,200.0,3109,15.9,2017,1,Lexus Wagon GT,230.0,82.0,57.3,124.5,Inline-6,nan,Manual,5.0,4WD,,27.5,12.1,152.0
51.6,4,123.1,50.0,1800,20.8,2019,1,Audi Crossover EX,230.0,82.0,55.7,129.5,Flat-4,MPFI,Automatic,8.0,RWD,,25.6,10.1,
39.8,4,167.5,134.0,2459,17.1,1984,2,Mazda Luxury Base,,82.0,56.1,122.2,Inline-4,MPFI,Automatic,,FWD,0.5,28.6,11.0,106.0
38.4,6,243.4,193.0,3383,16.4,2010,2,Chevrolet Hybrid GT,230.0,82.0,73.0,128.1,V6,Carburetor,Automatic,6.0,FWD,0.382,37.4,12.8,149.0
47.3,4,109.4,64.0,1800,,2010,3,Chrysler Hybrid ,230.0,82.0,53.4,128.5,Flat-4,GDI,Automatic,7.0,RWD,,26.1,9.1,
32.8,8,353.9,254.0,3872,15.6,2003,3,Acura Sedan GT,230.0,82.0,53.5,125.3,V8,MPFI,DCT,8.0,FWD,0.361,,12.6,168.0
47.1,4,166.3,,1800,17.8,2024,1,Nissan Compact EX,217.2,82.0,52.9,117.5,Inline-4,Direct Injection,Manual,5.0,FWD,,26.4,12.9,130.0
48.2,4,124.8,54.0,1865,19.3,2021,1,Mercedes Truck ,230.0,82.0,53.8,125.8,Inline-4,Direct Injection,Automatic,8.0,FWD,0.312,26.6,13.0,107.0
27.3,8,397.9,320.0,4428,14.6,2016,2,Lexus Compact ,230.0,82.0,52.1,120.9,V8,GDI,DCT,7.0,RWD,,25.1,10.7,196.0
37.1,6,244.9,228.0,3000,13.9,2017,2,Hyundai Hybrid Limited,230.0,82.0,52.5,120.9,Inline-6,TBI,Manual,5.0,FWD,0.364,24.6,12.2,145.0
44.3,4,121.3,50.0,1800,21.8,2008,1,Toyota Convertible GT,,82.0,55.0,118.2,Inline-4,TBI,Automatic,7.0,AWD,0.403,,8.8,113.0
48.1,4,116.5,54.0,2354,21.3,2023,3,Chrysler Compact GT,230.0,82.0,52.0,126.8,Inline-4,MPFI,Automatic,,RWD,0.354,25.0,9.9,143.0
39.2,6,227.5,159.0,3056,18.1,2016,1,Toyota Hatchback Premium,230.0,82.0,74.0,125.5,,MPFI,Automatic,6.0,FWD,0.366,,,
33.5,10,432.2,331.0,5673,16.3,2018,3,Kia Coupe Sport,230.0,82.0,58.9,125.5,V10,Carburetor,Manual,5.0,AWD,0.374,28.9,13.0,
34.0,8,342.5,,4491,18.3,2022,1,Hyundai SUV GT,230.0,82.0,57.8,,V8,MPFI,Automatic,7.0,RWD,0.349,26.4,13.3,187.0
50.7,4,95.6,50.0,1800,21.3,1999,1,Jeep Convertible EX,228.9,82.0,,123.7,Inline-4,MPFI,Automatic,7.0,RWD,0.406,28.7,11.2,90.0
25.6,12,510.8,396.0,6366,14.3,2020,3,Toyota Sedan LX,230.0,82.0,,133.0,V12,Carburetor,DCT,7.0,AWD,0.332,36.5,9.1,210.0
47.4,3,69.6,52.0,1800,21.0,1993,1,Chrysler Hybrid Limited,230.0,82.0,72.8,128.8,Inline-3,GDI,Automatic,4.0,RWD,,35.2,9.0,
40.8,4,176.6,,2730,,2002,3,Mercedes SUV ,230.0,82.0,69.0,122.0,Inline-4,GDI,CVT,,RWD,0.356,34.3,11.8,124.0
24.9,8,409.7,313.0,4332,13.9,2002,1,Toyota Truck GT,230.0,82.0,59.4,124.6,V8,Carburetor,CVT,,FWD,0.447,28.4,9.8,158.0
45.1,4,160.9,89.0,1960,18.3,2025,2,Chrysler Sport LX,215.7,,,116.1,Inline-4,Carburetor,Manual,5.0,AWD,0.319,29.0,12.3,129.0
51.9,4,94.1,91.0,1800,20.0,2021,2,Ford Compact Sport,230.0,82.0,71.4,127.2,Inline-4,TBI,Manual,5.0,4WD,,35.3,9.7,
49.4,4,99.6,100.0,1800,14.7,2017,1,Ford Truck Sport,201.0,82.0,76.9,108.2,Inline-4,TBI,Automatic,9.0,RWD,0.349,,11.5,125.0
43.3,4,163.3,112.0,2136,17.0,2017,3,Acura Coupe Limited,222.5,82.0,74.9,125.0,Inline-4,MPFI,Automatic,6.0,FWD,0.402,36.2,13.4,141.0
38.2,6,242.4,239.0,3126,14.3,2012,1,Nissan Sport EX,230.0,82.0,56.8,126.6,V6,Direct Injection,Manual,5.0,AWD,0.352,28.5,10.7,165.0
44.0,6,199.1,175.0,2841,14.5,2024,2,Hyundai Luxury Base,230.0,82.0,58.9,125.5,Flat-6,nan,DCT,6.0,AWD,,28.2,11.4,145.0
46.0,4,126.4,88.0,1962,18.6,2009,3,Ford Crossover EX,221.9,82.0,59.2,123.6,Inline-4,Carburetor,Automatic,7.0,AWD,0.353,30.1,11.2,101.0
41.4,5,172.3,144.0,2449,16.5,2004,1,Audi Van DX,216.7,82.0,74.8,117.7,V12,MPFI,Automatic,6.0,AWD,0.442,35.9,10.5,145.0
20.8,8,465.6,285.0,5438,15.5,1991,2,Chevrolet Sedan Sport,230.0,82.0,53.8,124.0,V8,GDI,Manual,5.0,4WD,0.47,25.9,10.3,
35.3,6,186.0,77.0,3021,20.6,2020,1,Volkswagen Compact GT,230.0,82.0,55.9,,V6,TBI,Automatic,8.0,FWD,0.351,,9.2,111.0
47.0,4,143.7,100.0,1800,18.5,2018,1,Dodge Crossover Base,194.2,82.0,69.0,107.7,Inline-4,TBI,CVT,,RWD,0.367,,12.3,136.0
15.9,10,507.6,297.0,6270,16.3,2004,1,Volkswagen Wagon ,230.0,82.0,52.0,123.2,V10,Carburetor,Automatic,4.0,4WD,0.403,25.4,12.6,173.0
32.7,6,277.8,168.0,3108,16.5,1973,3,Hyundai Wagon ,230.0,82.0,53.1,124.8,V6,Direct Injection,DCT,8.0,RWD,0.5,26.1,8.9,168.0
46.8,4,162.6,64.0,1908,19.8,2021,1,Jeep Luxury DX,230.0,82.0,52.6,129.2,Inline-4,Carburetor,CVT,,4WD,0.308,25.5,13.3,110.0
43.3,4,114.9,101.0,1800,16.6,1971,1,Mercedes Truck GT,195.2,82.0,75.6,106.1,Inline-4,Carburetor,CVT,,FWD,0.492,37.9,10.6,133.0
47.8,4,153.9,112.0,2154,16.8,2017,3,Kia Hybrid GT,227.9,82.0,,128.9,Inline-4,Carburetor,Automatic,4.0,FWD,0.351,36.5,9.1,141.0
44.6,6,256.3,118.0,3409,19.9,2025,1,Kia Crossover LX,230.0,82.0,72.0,125.2,Inline-6,Direct Injection,Automatic,6.0,FWD,0.326,34.1,11.8,110.0
38.9,4,155.7,101.0,1800,16.5,2007,2,Chrysler Hybrid Limited,212.9,82.0,58.9,120.4,Flat-4,MPFI,CVT,,4WD,0.421,28.0,11.0,136.0
38.4,5,189.2,55.0,3003,23.0,1996,2,Hyundai Truck Base,230.0,82.0,59.4,124.8,V12,TBI,DCT,7.0,RWD,,28.4,12.9,107.0
39.0,4,171.3,136.0,2045,15.9,2017,2,Ford Sedan Sport,230.0,82.0,68.9,127.0,Inline-4,Carburetor,Automatic,5.0,AWD,,31.6,11.8,136.0
37.4,8,301.7,174.0,3797,18.6,2020,1,Ford Sedan ,230.0,82.0,66.6,128.8,V8,MPFI,CVT,,FWD,0.393,32.2,10.8,136.0
47.2,4,99.4,71.0,1800,19.3,2011,2,Jeep Compact Premium,221.1,82.0,59.6,121.3,Inline-4,GDI,CVT,,AWD,,28.1,12.4,136.0
26.6,8,455.2,309.0,4830,13.8,2025,3,Jeep Crossover EX,230.0,,59.8,127.0,V8,TBI,Manual,5.0,nan,0.322,29.7,10.5,180.0
28.8,8,335.5,218.0,3864,16.7,1977,1,Subaru Hatchback ,230.0,82.0,74.5,124.6,V8,Direct Injection,Automatic,,FWD,0.459,36.9,11.9,161.0
45.9,3,61.8,50.0,1800,21.9,2010,1,Acura Luxury Limited,230.0,82.0,70.7,124.9,Inline-3,Direct Injection,Automatic,5.0,nan,0.387,34.2,13.1,135.0
52.6,4,126.1,76.0,1990,17.7,2017,3,Ford SUV Premium,230.0,82.0,70.1,127.1,,GDI,CVT,,FWD,0.358,34.6,9.8,109.0
45.9,4,163.8,50.0,1851,19.6,2022,1,Toyota Convertible Base,229.8,82.0,55.2,128.6,Inline-4,Direct Injection,DCT,6.0,AWD,0.3,27.9,10.2,112.0
31.9,8,307.8,205.0,3720,18.2,1992,1,Tesla Truck Sport,230.0,82.0,73.2,123.0,V8,Carburetor,Automatic,5.0,RWD,0.418,35.0,10.5,163.0
44.0,5,180.3,163.0,2378,13.2,2020,1,Nissan Coupe LX,,82.0,70.3,122.7,V12,Direct Injection,Automatic,7.0,RWD,,33.0,10.5,153.0
50.8,4,90.3,58.0,1800,20.1,2011,1,Tesla Coupe LX,,82.0,69.1,122.4,Inline-4,MPFI,DCT,6.0,RWD,0.33,34.2,11.6,120.0
43.1,4,99.9,50.0,1800,20.3,2005,1,Nissan Van Base,217.0,82.0,75.2,,Inline-4,MPFI,Automatic,8.0,AWD,0.365,36.2,10.3,100.0
45.8,4,121.6,50.0,1800,22.3,1988,1,Mercedes Van Premium,198.8,,58.2,109.9,,Direct Injection,Automatic,,AWD,0.433,27.3,,111.0
34.5,8,298.4,244.0,3936,16.0,2022,1,Toyota Sport Sport,230.0,82.0,73.0,126.0,,Direct Injection,Automatic,6.0,FWD,0.335,36.9,10.8,152.0
31.6,6,264.6,133.0,3786,20.5,1991,3,Chevrolet Crossover Limited,230.0,82.0,70.7,122.6,V6,GDI,Semi-Automatic,7.0,AWD,0.483,35.7,10.0,156.0
26.0,8,470.1,199.0,5002,19.1,2001,3,Kia Sedan Sport,230.0,,77.5,126.2,V8,GDI,Automatic,6.0,FWD,0.412,35.9,12.4,143.0
42.2,4,158.0,117.0,2055,18.4,2000,1,Kia Truck Limited,230.0,82.0,70.5,132.3,Inline-4,Carburetor,Manual,5.0,RWD,0.377,32.9,10.6,124.0
50.6,4,111.8,78.0,1844,17.9,2022,1,Kia Convertible DX,198.1,82.0,53.3,111.1,Inline-4,Direct Injection,Manual,5.0,4WD,0.384,28.1,10.6,106.0
25.8,10,478.5,285.0,5537,17.6,2016,3,Dodge Luxury LX,230.0,82.0,53.6,125.4,V10,MPFI,nan,4.0,FWD,0.401,25.6,13.3,133.0
49.3,3,65.5,50.0,1800,22.1,2020,3,Chrysler Wagon EX,230.0,82.0,71.9,,Inline-3,Carburetor,Automatic,5.0,FWD,,34.8,12.8,85.0
31.2,8,341.9,294.0,3933,15.3,1997,3,Jeep Sedan Premium,230.0,82.0,52.1,127.8,V8,MPFI,CVT,,FWD,,23.4,9.3,211.0
44.5,4,136.4,50.0,2081,21.1,2014,3,Toyota Hatchback DX,230.0,82.0,58.0,123.8,Inline-4,MPFI,Semi-Automatic,7.0,FWD,0.381,29.3,10.8,
48.5,3,82.1,85.0,1800,15.9,2012,2,Ford Hybrid Limited,230.0,82.0,77.7,127.9,Inline-3,Carburetor,Automatic,8.0,AWD,0.401,36.2,12.3,131.0
45.8,6,189.5,175.0,2289,13.1,2021,1,Volvo Sedan Sport,230.0,82.0,56.9,126.0,V6,MPFI,Semi-Automatic,6.0,AWD,0.352,28.1,9.5,126.0
22.9,10,444.5,230.0,5762,20.8,2023,3,Kia Compact LX,230.0,82.0,76.0,127.5,V10,MPFI,Automatic,6.0,RWD,0.316,36.9,9.8,184.0
19.1,8,483.9,344.0,5202,14.3,1971,2,Nissan Hatchback LX,230.0,82.0,58.5,133.0,V8,MPFI,Automatic,4.0,RWD,0.5,27.8,9.4,212.0
48.2,4,128.6,53.0,1800,20.9,2016,2,Volvo SUV Premium,219.7,82.0,57.4,117.0,Inline-4,MPFI,CVT,,FWD,0.386,28.7,12.2,96.0
33.6,4,174.5,62.0,2385,20.8,1977,3,Ford Coupe EX,230.0,82.0,70.3,,Inline-4,GDI,CVT,,AWD,,33.2,12.1,154.0
34.9,6,279.1,191.0,3143,15.8,2011,2,Jeep SUV Sport,,82.0,58.4,127.7,V6,TBI,Automatic,,FWD,0.397,26.2,12.2,138.0
35.9,6,232.7,227.0,2902,14.6,2000,2,Audi Hatchback Limited,230.0,82.0,53.6,120.1,Inline-6,GDI,Automatic,10.0,FWD,0.405,27.2,10.5,160.0
36.8,6,208.8,102.0,3208,20.5,2000,1,Tesla Convertible DX,230.0,82.0,72.0,126.3,Inline-6,nan,Manual,,AWD,0.38,35.0,10.7,122.0
41.1,4,161.2,98.0,1800,18.9,2003,1,BMW Hatchback EX,216.4,82.0,67.4,121.5,Inline-4,nan,Automatic,4.0,4WD,0.432,32.1,11.1,135.0
35.5,8,315.0,204.0,4545,19.2,2014,1,Toyota Van Limited,230.0,82.0,59.0,,V8,GDI,Automatic,8.0,AWD,,29.0,9.5,132.0
43.8,6,205.2,103.0,2402,18.7,2002,2,Volvo Convertible Base,230.0,82.0,73.9,119.9,V6,MPFI,Automatic,4.0,RWD,0.45,38.3,12.6,
24.2,8,452.7,281.0,5011,16.5,2018,3,Acura Hybrid GT,230.0,82.0,,126.5,V8,Direct Injection,Manual,5.0,AWD,0.368,26.8,,
35.2,6,223.4,61.0,3071,22.3,2005,1,Jeep Sport Premium,230.0,82.0,74.2,120.6,Inline-6,GDI,Manual,6.0,FWD,0.37,36.2,11.2,95.0
42.4,4,108.1,50.0,1846,19.7,1979,3,Ford Sport Sport,230.0,82.0,69.3,130.0,Flat-4,GDI,Automatic,6.0,FWD,0.441,,,88.0
26.3,10,497.7,298.0,6070,16.6,2019,1,Hyundai Van Premium,230.0,82.0,59.7,125.1,V10,Carburetor,DCT,7.0,RWD,0.305,28.3,12.7,159.0
42.7,6,253.3,207.0,3240,16.2,2000,3,Jeep Sport EX,230.0,82.0,52.2,127.4,V6,MPFI,Automatic,4.0,FWD,0.361,,11.4,142.0
31.3,8,307.5,169.0,3929,19.5,2006,1,Mercedes Hybrid LX,230.0,,68.7,130.0,V8,GDI,CVT,,RWD,0.428,33.3,10.9,153.0
24.5,8,340.9,223.0,4795,16.7,2016,2,Honda Convertible Sport,230.0,82.0,53.6,132.8,V8,GDI,Automatic,7.0,FWD,0.369,26.0,12.1,162.0
34.6,6,202.1,85.0,3048,21.7,2002,1,Hyundai Sport ,230.0,82.0,54.5,129.4,Inline-6,Carburetor,DCT,7.0,AWD,0.446,26.1,9.0,115.0
28.7,6,218.0,123.0,3296,19.2,1977,1,Kia Wagon EX,230.0,82.0,74.2,123.2,V6,Direct Injection,Automatic,5.0,RWD,0.487,36.9,12.5,112.0
48.5,3,82.9,80.0,1800,17.5,2004,1,Volkswagen Hybrid GT,218.9,82.0,,120.9,Inline-3,MPFI,DCT,,RWD,0.383,,9.5,127.0
47.7,4,154.2,131.0,1800,13.8,2024,2,Volkswagen Coupe DX,219.1,82.0,56.9,120.6,Inline-4,GDI,Manual,5.0,AWD,0.381,28.1,12.0,127.0
45.5,4,149.6,89.0,2303,20.1,2014,1,Volkswagen Van Sport,230.0,82.0,58.3,131.1,Inline-4,TBI,DCT,6.0,AWD,0.349,27.9,13.0,118.0
52.2,4,90.6,53.0,1800,21.2,2016,3,BMW Compact Premium,230.0,82.0,75.9,127.8,Inline-4,TBI,Automatic,6.0,4WD,0.359,37.1,12.6,112.0
52.9,4,102.8,93.0,1800,17.6,2014,2,Nissan SUV Base,210.2,82.0,53.8,119.7,Inline-4,Carburetor,DCT,6.0,FWD,0.322,25.9,12.7,104.0
47.1,4,110.1,50.0,1800,21.2,1993,1,Tesla Sport LX,230.0,82.0,54.1,132.2,Inline-4,MPFI,Automatic,6.0,AWD,0.406,26.5,9.3,128.0
48.5,4,114.5,78.0,1800,17.4,2006,2,Audi Truck Limited,229.2,81.7,54.4,122.0,Inline-4,GDI,Automatic,5.0,RWD,0.432,27.9,12.2,94.0
44.2,4,103.2,91.0,1800,18.0,2018,1,Hyundai Van EX,216.8,82.0,,113.8,Inline-4,MPFI,Automatic,8.0,RWD,0.385,35.5,11.0,86.0
40.9,4,126.9,71.0,1828,18.7,1984,2,Ford Crossover LX,212.0,82.0,56.7,123.8,Flat-4,Direct Injection,CVT,,FWD,0.428,27.3,11.9,119.0
50.1,4,96.8,106.0,1800,18.2,1999,2,Honda Sedan GT,230.0,82.0,77.5,128.5,Inline-4,MPFI,Automatic,8.0,nan,,,12.6,133.0
33.8,6,255.0,184.0,3468,16.7,1999,1,Mazda Hybrid LX,230.0,,58.5,128.0,Inline-6,MPFI,Automatic,4.0,AWD,0.397,28.3,,161.0
38.7,6,258.8,105.0,3881,23.2,2006,2,Chrysler Sport Limited,230.0,82.0,56.7,128.6,V6,MPFI,Automatic,5.0,AWD,0.42,27.1,9.2,130.0
48.5,4,141.7,,1800,19.5,2025,1,Chrysler Convertible DX,230.0,82.0,54.4,126.2,Inline-4,MPFI,Automatic,4.0,AWD,0.287,27.8,10.3,96.0
40.6,6,189.0,88.0,2233,19.0,1979,1,BMW Convertible Base,230.0,82.0,52.6,121.9,V6,TBI,DCT,7.0,RWD,0.495,25.5,10.8,
20.9,8,475.8,143.0,5375,20.7,2010,2,Hyundai SUV GT,230.0,82.0,75.5,121.0,V8,MPFI,CVT,,FWD,0.35,37.4,10.7,151.0
42.7,4,176.9,141.0,2309,14.6,1992,1,Volvo Hatchback Base,230.0,82.0,65.5,126.5,Inline-4,Carburetor,Automatic,7.0,FWD,0.47,30.9,11.3,114.0
41.0,6,200.2,59.0,2937,23.3,2025,1,Audi SUV Sport,230.0,82.0,66.0,126.8,V6,nan,Automatic,5.0,FWD,0.331,31.2,10.7,106.0
